StitchID,StitchName,MultipleOf,StitchesPlus,RowNum,Side,BeginRow,Repeat,RepeatFrom,EndRow,SourceURL,Status
5,Shadow Rib,Multiple of 3 stitches,plus 2 additional stitches,1,W,*,knit,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=5,ok
5,Shadow Rib,Multiple of 3 stitches,plus 2 additional stitches,2,R,p2*,"k1-b, p2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=5,ok
6,Belt Welt,Multiple of 6 stitches,plus 2 additional stitches,1,R,*,knit,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=6,ok
6,Belt Welt,Multiple of 6 stitches,plus 2 additional stitches,2,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=6,ok
6,Belt Welt,Multiple of 6 stitches,plus 2 additional stitches,3,R,*,knit,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=6,ok
6,Belt Welt,Multiple of 6 stitches,plus 2 additional stitches,4,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=6,ok
6,Belt Welt,Multiple of 6 stitches,plus 2 additional stitches,5,R,k2*,"p4, k2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=6,ok
6,Belt Welt,Multiple of 6 stitches,plus 2 additional stitches,6,W,p2*,"k4, p2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=6,ok
6,Belt Welt,Multiple of 6 stitches,plus 2 additional stitches,7,R,k2*,"p4, k2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=6,ok
6,Belt Welt,Multiple of 6 stitches,plus 2 additional stitches,8,W,p2*,"k4, p2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=6,ok
7,Broken Block,Multiple of 8 stitches,,1,R,,"p3, k5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,2,W,,"p5, k3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,3,R,,"p3, k5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,4,W,,"p5, k3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,5,R,,"p3, k5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,6,W,,"p5, k3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,7,R,,"k5, p3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,8,W,,"k3, p5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,9,R,,"k5, p3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,10,W,,"k3, p5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,11,R,,"k5, p3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
7,Broken Block,Multiple of 8 stitches,,12,W,,"k3, p5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=7,ok
8,Traveling Vines,Multiple of 12 stitches,,1,R,,"p3, RTp, p4, RT, p1",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,2,W,,"k2, p7, k4",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,3,R,,"k2, RTp, p4, RT, k2",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,4,W,,"p4, k5, p3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,5,R,,"k1, RTp, p1, (k1, p1, k1) in next st, p2, RT, k3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,6,W,,"p5, k2, p3, k2, p2",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,7,R,,"k2, p2, k3, p2, k5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,8,W,,"p5, k2, p3, k2, p2",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,9,R,,"k2, p2, sl 1-p2-tog-psso, p2, k5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,10,W,,"p5, k5, p2",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,11,R,,"k1, LT, p4, LTp, k3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,12,W,,"p4, k5, p3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,13,R,,"p2, LTp, p4, LTp, p2",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,14,W,,"k2, p7, k3",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,15,R,,"k3, LT, p4, LTp, k1",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,16,W,,"p2, k5, p5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,17,R,,"k4, LT, p2, (k1, p1, k1) in next st, p1, LTp",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,18,W,,"p1, k2, p3, k2, p6",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,19,R,,"k6, p2, k3, p2, k1",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,20,W,,"p1, k2, p3, k2, p6",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,21,R,,"k6, p2, sl 1-p2-tog-psso, p2, k1",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,22,W,,"p1, k5, p6",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,23,R,,"k4, RTp, p4, RT",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
8,Traveling Vines,Multiple of 12 stitches,,24,W,,"p2, k5, p5",,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=8,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,1,R,k3*,"p1, k3",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,2,W,k1*,"p1, k3",*,"p1, k1",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,3,R,k3*,"p1, k3",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,4,W,k1*,"p1, k3",*,"p1, k1",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,5,R,k3*,"p1, k3",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,6,W,k1*,"p1, k3",*,"p1, k1",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,7,R,k1*,"p1, k3",*,"p1, k1",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,8,W,k3*,"p1, k3",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,9,R,k1*,"p1, k3",*,"p1, k1",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,10,W,k3*,"p1, k3",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,11,R,k1*,"p1, k3",*,"p1, k1",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
9,Seeded Rib Check 1,Multiple of 4 stitches,plus 3 additional stitches,12,W,k3*,"p1, k3",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=9,ok
10,Seeded Rib 1,Multiple of 4 stitches,plus 3 additional stitches,1,R,k3*,"p1, k3",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=10,ok
10,Seeded Rib 1,Multiple of 4 stitches,plus 3 additional stitches,2,W,k1*,"p1, k3",*,"p1, k1",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=10,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,1,R,*,knit,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,2,W,p2*,"(k1, p1) twice, k1, p2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,3,R,k3*,"p1, k1, p1, k4",*,k3,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,4,W,p2*,"(k1, p1) twice, k1, p2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,5,R,k3*,"p1, k1, p1, k4",*,k3,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,6,W,p2*,"(k1, p1) twice, k1, p2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,7,R,k3*,"p1, k1, p1, k4",*,k3,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,8,W,p2*,"k12, p2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,9,R,k2*,"p12, k2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,10,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,11,R,k2*,"(p1, k1) twice, p1, k2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,12,W,p3*,"k1, p1, k1, p4",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,13,R,k2*,"(p1, k1) twice, p1, k2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,14,W,p3*,"k1, p1, k1, p4",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,15,R,k2*,"(p1, k1) twice, p1, k2",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,16,W,p3*,"k1, p1, k1, p4",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,17,R,p7*,"k2, p12",*,"k2, p7",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
11,Square Lattice,Multiple of 14 stitches,plus 2 additional stitches,18,W,k7*,"p2, k12",*,"p2, k7",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=11,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,1,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,2,R,p1*,"k1, p1",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,3,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,4,R,*,knit,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,5,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,6,R,p1*,"k7, p1",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,7,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,8,R,*,knit,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,9,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,10,R,p1*,"k7, p1",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,11,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
12,Seed-Pearl Block,Multiple of 8 stitches,plus 1 additional stitch,12,R,*,knit,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=12,ok
13,Ripple Stripe,Multiple of 8 stitches,plus 1 additional stitch,1,R,k4*,"p1, k7",*,"p1, k4",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=13,ok
13,Ripple Stripe,Multiple of 8 stitches,plus 1 additional stitch,2,W,p3*,"k3, p5",*,"k3, p3",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=13,ok
13,Ripple Stripe,Multiple of 8 stitches,plus 1 additional stitch,3,R,k2*,"p2, k1, p2, k3",*,k2,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=13,ok
13,Ripple Stripe,Multiple of 8 stitches,plus 1 additional stitch,4,W,p1*,"k2, p3, k2, p1",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=13,ok
13,Ripple Stripe,Multiple of 8 stitches,plus 1 additional stitch,5,R,k1*,"p1, k5, p1, k1",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=13,ok
13,Ripple Stripe,Multiple of 8 stitches,plus 1 additional stitch,6,W,*,purl,*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=13,ok
14,Little Pyramid,Multiple of 6 stitches,plus 5 additional stitches,1,R,k5*,"p1, k5",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=14,ok
14,Little Pyramid,Multiple of 6 stitches,plus 5 additional stitches,2,W,k1*,"p3, k3",*,"p3, k1",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=14,ok
14,Little Pyramid,Multiple of 6 stitches,plus 5 additional stitches,3,R,p2*,"k1, p5",*,"k1, p2",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=14,ok
14,Little Pyramid,Multiple of 6 stitches,plus 5 additional stitches,4,W,p2*,"k1, p5",*,"k1, p2",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=14,ok
14,Little Pyramid,Multiple of 6 stitches,plus 5 additional stitches,5,R,k1*,"p3, k3",*,"p3, k1",https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=14,ok
14,Little Pyramid,Multiple of 6 stitches,plus 5 additional stitches,6,W,k5*,"p1, k5",*,,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=14,ok
